frame_number,time_s,tag,probability,x,y,w,h
5,0.16666666666666666,bee,0.886719,120,32,16,16
5,0.16666666666666666,bee,0.996094,40,48,8,16
5,0.16666666666666666,bee,0.996094,192,152,8,16
5,0.16666666666666666,bee,0.867188,184,184,8,16
10,0.3333333333333333,bee,0.875,120,40,16,8
10,0.3333333333333333,bee,0.996094,32,56,8,16
10,0.3333333333333333,bee,0.996094,192,152,8,16
10,0.3333333333333333,bee,0.980469,168,200,16,8
15,0.5,bee,0.886719,120,40,16,8
15,0.5,bee,0.996094,24,72,16,16
15,0.5,bee,0.996094,192,152,8,16
15,0.5,bee,0.984375,160,208,8,16
20,0.6666666666666666,bee,0.96875,120,32,16,16
20,0.6666666666666666,bee,0.996094,32,88,8,16
20,0.6666666666666666,bee,0.996094,192,152,8,16
20,0.6666666666666666,bee,0.996094,152,216,8,8
25,0.8333333333333334,bee,0.957031,120,32,16,16
25,0.8333333333333334,bee,0.996094,32,96,8,16
25,0.8333333333333334,bee,0.996094,192,152,8,16
25,0.8333333333333334,bee,0.996094,144,216,16,8
30,1.0,bee,0.964844,120,32,16,16
30,1.0,bee,0.996094,32,112,8,16
30,1.0,bee,0.996094,192,152,8,16
30,1.0,bee,0.996094,136,216,8,8
35,1.1666666666666667,bee,0.953125,120,32,16,16
35,1.1666666666666667,bee,0.996094,24,128,8,8
35,1.1666666666666667,bee,0.996094,192,152,8,16
35,1.1666666666666667,bee,0.996094,120,216,8,8
40,1.3333333333333333,bee,0.894531,120,32,16,16
40,1.3333333333333333,bee,0.996094,24,128,8,16
40,1.3333333333333333,bee,0.996094,192,152,8,16
40,1.3333333333333333,bee,0.996094,112,216,16,8
45,1.5,bee,0.921875,120,32,16,16
45,1.5,bee,0.996094,24,120,8,16
45,1.5,bee,0.996094,192,152,8,16
45,1.5,bee,0.738281,112,216,8,8
50,1.6666666666666667,bee,0.957031,120,32,16,16
50,1.6666666666666667,bee,0.996094,24,104,8,16
50,1.6666666666666667,bee,0.996094,192,152,8,16
50,1.6666666666666667,bee,0.996094,104,216,8,8
55,1.8333333333333333,bee,0.890625,120,32,16,16
55,1.8333333333333333,bee,0.996094,24,96,8,16
55,1.8333333333333333,bee,0.996094,192,152,8,16
55,1.8333333333333333,bee,0.757812,104,208,8,16
60,2.0,bee,0.839844,120,40,16,8
60,2.0,bee,0.996094,24,80,8,16
60,2.0,bee,0.996094,192,152,8,16
65,2.1666666666666665,bee,0.9375,120,40,16,8
65,2.1666666666666665,bee,0.996094,24,64,8,16
65,2.1666666666666665,bee,0.996094,192,152,8,16
65,2.1666666666666665,bee,0.90625,80,200,16,8
70,2.3333333333333335,bee,0.925781,120,40,16,8
70,2.3333333333333335,bee,0.996094,24,56,8,16
70,2.3333333333333335,bee,0.996094,192,152,8,16
70,2.3333333333333335,bee,0.996094,80,192,8,16
75,2.5,bee,0.9375,120,40,16,8
75,2.5,bee,0.996094,24,48,16,8
75,2.5,bee,0.996094,192,152,8,16
75,2.5,bee,0.996094,80,192,8,8
80,2.6666666666666665,bee,0.996094,24,32,8,8
80,2.6666666666666665,bee,0.914062,120,40,16,8
80,2.6666666666666665,bee,0.996094,192,152,8,16
80,2.6666666666666665,bee,0.976562,72,184,16,8
85,2.8333333333333335,bee,0.996094,24,16,16,16
85,2.8333333333333335,bee,0.863281,120,32,8,16
85,2.8333333333333335,bee,0.996094,192,152,8,16
85,2.8333333333333335,bee,0.996094,64,184,16,8
90,3.0,bee,0.988281,24,8,16,16
90,3.0,bee,0.875,120,32,8,16
90,3.0,bee,0.996094,192,152,8,16
90,3.0,bee,0.996094,64,184,8,8
95,3.1666666666666665,bee,0.941406,24,0,16,16
95,3.1666666666666665,bee,0.996094,120,40,8,8
95,3.1666666666666665,bee,0.996094,192,152,8,16
95,3.1666666666666665,bee,0.996094,56,184,16,8
100,3.3333333333333335,bee,0.960938,24,0,16,16
100,3.3333333333333335,bee,0.996094,120,40,8,8
100,3.3333333333333335,bee,0.996094,192,152,8,16
100,3.3333333333333335,bee,0.996094,56,184,8,16
105,3.5,bee,0.988281,24,0,16,16
105,3.5,bee,0.996094,120,40,8,16
105,3.5,bee,0.996094,192,152,8,16
105,3.5,bee,0.996094,56,184,8,16
110,3.6666666666666665,bee,0.996094,32,0,8,16
110,3.6666666666666665,bee,0.996094,112,40,16,8
110,3.6666666666666665,bee,0.996094,192,152,8,16
110,3.6666666666666665,bee,0.996094,56,192,8,16
115,3.8333333333333335,bee,0.996094,40,0,8,8
115,3.8333333333333335,bee,0.996094,112,40,8,8
115,3.8333333333333335,bee,0.996094,192,152,8,16
115,3.8333333333333335,bee,0.984375,56,200,16,16
120,4.0,bee,0.980469,48,0,8,8
120,4.0,bee,0.996094,112,40,8,8
120,4.0,bee,0.996094,192,152,8,16
120,4.0,bee,0.96875,64,200,8,16
125,4.166666666666667,bee,0.921875,48,0,16,8
125,4.166666666666667,bee,0.996094,112,40,8,8
125,4.166666666666667,bee,0.996094,192,152,8,16
125,4.166666666666667,bee,0.996094,64,208,16,8
130,4.333333333333333,bee,0.996094,64,0,8,8
130,4.333333333333333,bee,0.996094,112,32,8,16
130,4.333333333333333,bee,0.996094,192,152,8,16
130,4.333333333333333,bee,0.976562,72,208,16,16
135,4.5,bee,0.992188,64,0,16,8
135,4.5,bee,0.996094,112,40,8,8
135,4.5,bee,0.777344,224,48,8,8
135,4.5,bee,0.996094,192,152,8,16
135,4.5,bee,0.996094,80,208,8,16
140,4.666666666666667,bee,0.996094,80,0,8,8
140,4.666666666666667,bee,0.996094,112,32,8,16
140,4.666666666666667,bee,0.917969,224,40,8,16
140,4.666666666666667,bee,0.996094,192,152,8,16
145,4.833333333333333,bee,0.9375,88,0,8,8
145,4.833333333333333,bee,0.996094,112,40,8,8
145,4.833333333333333,bee,0.996094,216,48,8,8
145,4.833333333333333,bee,0.996094,192,152,8,16
145,4.833333333333333,bee,0.988281,96,216,16,8
150,5.0,bee,0.574219,88,0,8,8
150,5.0,bee,0.972656,112,40,8,16
150,5.0,bee,0.992188,208,48,16,16
150,5.0,bee,0.996094,192,152,8,16
150,5.0,bee,0.996094,104,208,16,8
155,5.166666666666667,bee,0.996094,112,40,8,24
155,5.166666666666667,bee,0.996094,208,48,8,16
155,5.166666666666667,bee,0.996094,192,152,8,16
155,5.166666666666667,bee,0.980469,112,208,16,8
160,5.333333333333333,bee,0.996094,112,8,8,8
160,5.333333333333333,bee,0.996094,112,48,8,16
160,5.333333333333333,bee,0.996094,200,56,8,16
160,5.333333333333333,bee,0.996094,192,152,8,16
160,5.333333333333333,bee,0.996094,128,200,16,8
165,5.5,bee,0.996094,128,16,8,8
165,5.5,bee,0.996094,112,48,8,8
165,5.5,bee,0.996094,200,56,8,8
165,5.5,bee,0.996094,192,152,8,16
165,5.5,bee,0.992188,144,200,8,16
170,5.666666666666667,bee,0.976562,128,16,16,8
170,5.666666666666667,bee,0.996094,112,48,8,8
170,5.666666666666667,bee,0.996094,192,56,16,16
170,5.666666666666667,bee,0.996094,192,152,8,16
170,5.666666666666667,bee,0.996094,144,200,16,16
175,5.833333333333333,bee,0.984375,136,16,16,16
175,5.833333333333333,bee,0.996094,112,48,8,8
175,5.833333333333333,bee,0.996094,184,56,16,16
175,5.833333333333333,bee,0.996094,192,152,8,16
175,5.833333333333333,bee,0.996094,144,208,16,16
180,6.0,bee,0.996094,136,24,8,16
180,6.0,bee,0.996094,112,48,8,8
180,6.0,bee,0.996094,176,48,16,16
180,6.0,bee,0.996094,192,152,8,16
180,6.0,bee,0.996094,144,216,16,8
185,6.166666666666667,bee,0.992188,136,32,8,8
185,6.166666666666667,bee,0.996094,112,48,8,16
185,6.166666666666667,bee,0.996094,168,48,16,8
185,6.166666666666667,bee,0.996094,192,152,8,16
185,6.166666666666667,bee,0.996094,144,216,8,8
190,6.333333333333333,bee,0.996094,168,40,16,16
190,6.333333333333333,bee,0.996094,112,48,16,16
190,6.333333333333333,bee,0.992188,144,48,8,8
190,6.333333333333333,bee,0.996094,192,152,8,16
190,6.333333333333333,bee,0.980469,128,208,16,16
195,6.5,bee,0.996094,168,32,16,16
195,6.5,bee,0.996094,112,48,8,16
195,6.5,bee,0.996094,152,48,8,16
195,6.5,bee,0.996094,192,152,8,16
195,6.5,bee,0.953125,112,208,16,8
200,6.666666666666667,bee,0.996094,168,32,16,16
200,6.666666666666667,bee,0.996094,112,48,8,16
200,6.666666666666667,bee,0.996094,160,56,16,16
200,6.666666666666667,bee,0.996094,192,152,8,16
200,6.666666666666667,bee,0.996094,104,208,8,8
205,6.833333333333333,bee,0.996094,176,32,8,16
205,6.833333333333333,bee,0.996094,112,48,8,16
205,6.833333333333333,bee,0.996094,168,56,8,16
205,6.833333333333333,bee,0.996094,192,152,8,16
205,6.833333333333333,bee,0.777344,96,208,8,8
210,7.0,bee,0.996094,176,24,16,16
210,7.0,bee,0.996094,112,48,8,16
210,7.0,bee,0.996094,168,64,16,16
210,7.0,bee,0.996094,192,152,8,16
210,7.0,bee,0.996094,80,200,8,8
215,7.166666666666667,bee,0.996094,184,8,8,16
215,7.166666666666667,bee,0.996094,112,48,8,16
215,7.166666666666667,bee,0.996094,168,80,8,16
215,7.166666666666667,bee,0.996094,192,152,8,16
215,7.166666666666667,bee,0.996094,64,200,16,8
220,7.333333333333333,bee,0.996094,184,0,8,24
220,7.333333333333333,bee,0.996094,112,48,8,16
220,7.333333333333333,bee,0.992188,168,88,16,16
220,7.333333333333333,bee,0.996094,192,152,8,16
220,7.333333333333333,bee,0.960938,56,200,16,8
225,7.5,bee,0.996094,184,0,16,16
225,7.5,bee,0.996094,112,48,8,16
225,7.5,bee,0.996094,176,112,16,8
225,7.5,bee,0.996094,192,152,8,16
225,7.5,bee,0.996094,48,192,8,8
225,7.5,bee,0.695312,8,200,8,8
230,7.666666666666667,bee,0.996094,200,8,8,16
230,7.666666666666667,bee,0.996094,112,48,8,16
230,7.666666666666667,bee,0.996094,184,120,8,16
230,7.666666666666667,bee,0.996094,192,152,8,16
230,7.666666666666667,bee,0.988281,32,184,16,16
230,7.666666666666667,bee,0.71875,8,200,8,8
235,7.833333333333333,bee,0.996094,200,8,16,16
235,7.833333333333333,bee,0.996094,112,48,8,16
235,7.833333333333333,bee,0.992188,184,136,8,8
235,7.833333333333333,bee,0.988281,192,152,8,16
235,7.833333333333333,bee,0.996094,32,184,8,16
235,7.833333333333333,bee,0.984375,16,200,8,8
